Movie_name,Rating,Duration,Release_year,Genre,Director,Num_Reviews,Metascore,Summary,Sentiment_Score
Trade,7.3,120,2007,crime,Marco Kreuzpaintner,18000,42,"Adriana, 13, is kidnapped in Mexico City by Russian sex traffickers. Her criminal 17 y.o. brother starts looking for her. Across the border in Texas, he gets help from a cop.",-0.2
Zodiac,7.7,157,2007,crime,David Fincher,629000,79,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",-0.2263888888888889
24: Redemption,7.4,84,2008,crime,Jon Cassar,29000,64,"Jack Bauer confronts African general/aspiring dictator Benjamin Juma, whose forces have been ordered to capture the children Bauer oversees for malicious military training.",-0.05
Changeling,7.7,141,2008,crime,Clint Eastwood,270000,63,"After Christine's son goes missing, she reaches out to the LAPD to find him, but when they try to pass off an impostor as her son to quiet public protests, she refuses to accept him or give up hope.",-0.06666666666666667
Pineapple Express,6.9,111,2008,crime,David Gordon Green,364000,64,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,-0.5
Slumdog Millionaire,8.0,120,2008,crime,Danny Boyle,892000,84,"A teenager from the slums of Mumbai becomes a contestant on the show 'Kaun Banega Crorepati?' When interrogated under suspicion of cheating, he revisits his past, revealing how he had all the answers.",-0.25
Taken,7.7,90,2008,crime,Pierre Morel,651000,51,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",0.1
The Alphabet Killer,5.2,98,2008,crime,Rob Schmidt,9100,64,"Based on the true story of the double initial killings in Rochester, NY.",0.11666666666666665
The Bank Job,7.2,111,2008,crime,Roger Donaldson,193000,69,Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.,0.07499999999999998
The Dark Knight,9.0,152,2008,crime,Christopher Nolan,3000000,84,"When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",0.0
Traitor,6.9,114,2008,crime,Jeffrey Nachmanoff,60000,61,"When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer, Samir Horn.",-0.007142857142857136
Untraceable,6.2,101,2008,crime,Gregory Hoblit,54000,32,"FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal.",0.03616161616161615
Wanted,6.7,110,2008,crime,Timur Bekmambetov,418000,64,"A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",-0.3
Defendor,6.7,101,2009,crime,Peter Stebbings,38000,57,"Arthur Poppington, a regular man who adopts a superhero persona, known as ""Defendor"", combs the city streets at night, in search of his archenemy, Captain Industry.",0.0
Public Enemies,6.9,140,2009,crime,Michael Mann,327000,70,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson, and Pretty Boy Floyd during a booming crime wave in the 1930s.",0.03148148148148147
State of Play,7.1,127,2009,crime,Kevin Macdonald,163000,64,"When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",-0.05
The International,6.5,118,2009,crime,Tom Tykwer,102000,52,An Interpol agent attempts to expose a high-profile financial institution's role in an international arms dealing ring.,0.0
Despicable Me,7.6,95,2010,crime,Pierre Coffin,605000,72,"Gru, a criminal mastermind, adopts three orphans as pawns to carry out the biggest heist in history. His life takes an unexpected turn when the little girls see the evildoer as their potential father.",-0.12187500000000001
Kick-Ass,7.6,117,2010,crime,Matthew Vaughn,607000,66,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",0.1775
The Ghost Writer,7.2,128,2010,crime,Roman Polanski,173000,77,"A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy.",0.175
Fast Five,7.3,130,2011,crime,Justin Lin,418000,66,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,-0.09999999999999999
Kempe Gowda,7.2,141,2011,crime,Sudeep,938,64,An enraged and influential gangster plans the ultimate vengeance against an honest police officer.,0.3
Shyloo,6.3,152,2011,crime,S. Narayan,70,64,"Manja who has been sentenced to 30 days in prison escapes just a day before his sentence officially ends after hearing that his sweetheart, Shyloo, is about to be married off to a rich guy.",0.3125
The Adjustment Bureau,7.0,106,2011,crime,George Nolfi,276000,60,The relationship between a politician and a contemporary dancer is affected by mysterious forces keeping them apart.,0.08333333333333333
The Adventures of Tintin,7.3,107,2011,crime,Steven Spielberg,248000,68,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,0.0
The Girl with the Dragon Tattoo,7.8,158,2011,crime,David Fincher,510000,71,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by hacker Lisbeth Salander.,-0.2
21 Jump Street,7.2,109,2012,crime,Phil Lord,618000,69,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,0.0011111111111111044
B.A. Pass,6.4,95,2012,crime,Ajay Bahl,4400,64,A young boy is seduced by a woman who later turns him into a gigolo (male prostitute).,0.03333333333333333
Dredd,7.1,95,2012,crime,Pete Travis,303000,60,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",-0.4777777777777778
End of Watch,7.6,109,2012,crime,David Ayer,278000,68,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends and what happens when they meet criminal forces greater than themselves.",0.04999999999999999
Lawless,7.2,116,2012,crime,John Hillcoat,258000,58,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",0.12283549783549784
Talaash: The Answer Lies Within,7.3,140,2012,crime,Reema Kagti,47000,65,"Inspector Surjan Shekhawat, who is dealing with a depressing past, has to investigate a high profile murder case, deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie.",-0.22999999999999998
Attahaasa,7.0,171,2013,crime,A.M.R. Ramesh,180,64,"Veerappan has been a subject of great mystery and inquisitive character among the journalistic society. His life has been marked with various twists and turns that has always left a common man in oblivion of sorts. His crimes have been marked as acts of bloody thirst for power and money by the forces that have kept a track on him during his tenure as a brigand. This movie is made with a pure journalistic perspective. An in depth study of his life and activities which includes the final moments has been done over the past eleven years. Two hundred and fifty and odd first hand people connected to his life have been interviewed. The cinema is shot on real and authentic locations connected to the events. Also keeping the cinematic value intact, we have not left any stone untouched when it comes to the realistic genre of cinema with respect to this story. The cinema covers everything from the brigand's birth to death and all the pivotal events connected to his story. One should look out for the thrilling moments in the climax of the movie, captured with great rustic detail.",0.10464852607709751
Case No.18/9,7.8,0,2013,crime,Mahesh Rao,35,64,,0.0
Kaddipudi,7.5,135,2013,crime,Suri,811,64,"Kaddipudi, a rowdy sheeter, yearns for a peaceful life, but politicians like Renukaji, his son Gaali and Shankarappa use him as a pawn for their selfish ends.",-0.125
Now You See Me,7.2,115,2013,crime,Louis Leterrier,731000,50,"An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",0.0
Soodhu Kavvum,8.3,135,2013,crime,Nalan Kumarasamy,12000,64,"Das, with his team, kidnap Arumai, son of a politician, who has been planning his own kidnapping to extract money from his father. Problems arise, when an insane cop is brought to handle the case.",-0.2
Special 26,8.0,144,2013,crime,Neeraj Pandey,60000,64,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,0.4375
The Returned,5.9,98,2013,crime,Manuel Carballo,8900,47,"In a post-zombie world, where the infected live normal lives, their retroviral drug is running out.",0.1431818181818182
Haider,8.0,160,2014,crime,Vishal Bhardwaj,59000,64,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",0.1
Nightcrawler,7.8,117,2014,crime,Dan Gilroy,631000,76,A petty thief desperate for work muscles into the world of crime journalism and becomes the star of his own story as he blurs the line between observer and participant.,0.0
The Equalizer,7.3,132,2014,crime,Antoine Fuqua,441000,57,A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.,-0.11000000000000001
Ugramm,8.0,132,2014,crime,Prashanth Neel,7400,64,A man with a dangerous past must protect a girl from those who are hell bent on killing her.,-0.425
Ulidavaru Kandanthe,8.4,154,2014,crime,Rakshit Shetty,9800,64,"A journalist sets out to uncover the truth behind an incident, through the perspectives of different people, unraveling how they and their lives are intertwined with it.",-0.2
