Movie_name,Rating,Duration,Release_year,Genre,Director,Num_Reviews,Metascore,Summary
782. Boss Level,6.8,1h 40m,2020,mystery,Joe Carnahan, (84K),56,"Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise."
786. Host,6.5,57m,2020,mystery,Rob Savage, (44K),73,"Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong."
798. Last Night in Soho,7.0,1h 56m,2021,mystery,Edgar Wright, (189K),65,"Aspiring fashion designer Eloise is mysteriously able to return to 1960s London, where she encounters dazzling wannabe singer Sandie. But the glamour is not as it seems, and the dreams of the past crack and splinter into something darker."
804. Death on the Nile,6.3,2h 7m,2022,mystery,Kenneth Branagh, (199K),52,"While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress."
806. X,6.5,1h 45m,2022,mystery,Ti West, (204K),80,"In 1979, a group of young filmmakers set out to make an adult film in a rural Texas farm, but when their reclusive, elderly hosts catch them in the act, the crew find themselves fighting for their lives."
811. The Gray Man,6.5,2h 2m,2022,mystery,Joe Russo, (255K),49,"When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins."
820. Pandorum,6.7,1h 48m,2009,mystery,Christian Alvart, (163K),28,"Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone."
835. Antlers,5.9,1h 39m,2021,mystery,Scott Cooper, (47K),57,"In an isolated Oregon town, a middle-school teacher and her sheriff brother become embroiled with her enigmatic student, whose dark secrets lead to terrifying encounters with an ancestral creature."
836. The Platform,7.0,1h 34m,2019,mystery,Galder Gaztelu-Urrutia, (303K),73,"In a prison where inmates are fed on a descending platform, those on the upper levels take more than their fair share while those below are left to starve on scraps and one man decides to change the system."
841. Coco,8.4,1h 45m,2017,mystery,Lee Unkrich, (639K),81,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."
850. Sita Ramam,8.5,2h 43m,2022,mystery,Hanu Raghavapudi, (74K),N/A,"An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her."
851. The Vast of Night,6.7,1h 31m,2019,mystery,Andrew Patterson, (47K),84,"One night in New Mexico, in the late 1950s, a switchboard operator and radio DJ start hearing a strange signal over a radio frequency."
855. The Beach House,5.3,1h 28m,2019,mystery,Jeffrey A. Brown, (9K),64,A romantic getaway for two troubled college sweethearts turns into a struggle for survival when unexpected guests - and the surrounding environment - exhibit signs of a mysterious infection.
861. Exhuma,6.9,2h 14m,2024,mystery,Jang Jae-hyun, (22K),80,The process of excavating an ominous grave unleashes dreadful consequences buried underneath.
1. American Psycho,7.6,1h 42m,2000,horror,Mary Harron, (768K),64,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
4. Final Destination,6.7,1h 38m,2000,horror,James Wong, (295K),39,"After getting a premonition about a plane crash on his school trip, Alex, a student, saves a few of his classmates. However, their situation gets complicated when death starts chasing them."
6. Ginger Snaps,6.8,1h 48m,2000,horror,John Fawcett, (55K),70,"Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf."
14. Pitch Black,7.0,1h 49m,2000,horror,David Twohy, (258K),49,A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.
18. The Cell,6.4,1h 47m,2000,horror,Tarsem Singh, (112K),40,"An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim."
37. Session 9,6.4,1h 37m,2001,horror,Brad Anderson, (65K),58,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.
41. The Others,7.6,1h 44m,2001,horror,Alejandro Amenábar, (407K),74,"In 1945, immediately following the end of Second World War, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted."
55. Makdee,7.5,1h 30m,2002,horror,Vishal Bhardwaj, (2.4K),N/A,"In a small North Indian village, Legend has it that a 100 years-old witch lives in an abandoned mansion on the village outskirts, and any person who goes inside is turned into an animal. In the same village a clever, naughty girl named Chunni (Shweta Prasad) lives with her widowed father, grandmother and her identical twin Munni, who is just the exact opposite of Chunni in mannerisms. But one day, Chunni's prank causes Munni enters the witch's mansion and the witch turns her into a hen. Chunni strikes a deal with Makdee (Shabana Azmi) that she will present Makdee with 100 hens in exchange for Munni in human form. How she manages this task forms the crux of the rest of this fun-filled children's movie."
60. Resident Evil,6.6,1h 40m,2002,horror,Paul W.S. Anderson, (297K),35,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident."
66. The Ring,7.1,1h 55m,2002,horror,Gore Verbinski, (387K),57,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.
71. A Tale of Two Sisters,7.1,1h 54m,2003,horror,Kim Jee-woon, (71K),65,"After being institutionalized in a mental hospital, Su-mi reunites with her sister, Su-yeon, and they return to live at their country home. But strange events plague the house, leading to surprising revelations and a shocking conclusion."
100. Aapthamitra,8.2,1h 40m,2004,horror,P. Vasu, (1.3K),N/A,"Ramesh and Ganga, a married couple, buy a palatial house, which is home to a vengeful spirit. When Ganga accidentally sets the spirit free, mysterious incidents start taking place in their household."
101. Alien vs. Predator,5.7,1h 41m,2004,horror,Paul W.S. Anderson, (222K),29,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win."
108. Dawn of the Dead,7.2,1h 41m,2004,horror,Zack Snyder, (280K),59,"A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall."
116. Hellboy,6.9,2h 2m,2004,horror,Guillermo del Toro, (360K),72,"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness."
124. Saw,7.6,1h 43m,2004,horror,James Wan, (486K),46,"Two men awaken to find themselves on the opposite sides of a dead body, each with specific instructions to kill the other or face consequences. These two are the latest victims of the Jigsaw Killer."
125. Shaun of the Dead,7.9,1h 39m,2004,horror,Edgar Wright, (615K),76,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse."
134. The Grudge,5.9,1h 31m,2004,horror,Takashi Shimizu, (154K),49,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim."
148. Constantine,7.0,2h 1m,2005,horror,Francis Lawrence, (389K),50,"Detective Angela approaches Constantine, a demon hunter, to help her investigate her twin sister's mysterious death. As he digs deeper, he realizes that demons are trying to enter the human world."
153. Hostel,5.9,1h 34m,2005,horror,Eli Roth, (197K),55,"Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them."
166. The Descent,7.2,1h 39m,2005,horror,Neil Marshall, (258K),71,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators."
167. The Devil's Rejects,6.7,1h 47m,2005,horror,Rob Zombie, (108K),54,"The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target."
168. The Exorcism of Emily Rose,6.7,1h 59m,2005,horror,Scott Derrickson, (144K),46,A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.
172. The Ring Two,5.4,1h 50m,2005,horror,Hideo Nakata, (103K),44,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness."
205. The Hills Have Eyes,6.4,1h 47m,2006,horror,Alexandre Aja, (189K),52,A traveling family falls victim to a group of mutated cannibals in a desert far away from civilization.
206. The Host,7.1,2h,2006,horror,Bong Joon Ho, (137K),85,A monster emerges from Seoul's Han River and begins attacking people. One victim's loving family does what it can to rescue her from its clutches.
213. 1408,6.8,1h 44m,2007,horror,Mikael Håfström, (303K),64,"Author Michael Enslin, who specializes in debunking paranormal occurrences, checks into the fabled room 1408 in the Dolphin Hotel in New York City, settles in, and soon confronts genuine terror."
215. An American Crime,7.2,1h 38m,2007,horror,Tommy O'Haver, (39K),N/A,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s."
228. I Am Legend,7.2,1h 41m,2007,horror,Francis Lawrence, (843K),65,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure."
253. Sweeney Todd: The Demon Barber of Fleet Street,7.3,1h 56m,2007,horror,Tim Burton, (396K),83,"The legendary tale of a barber who returns from wrongful imprisonment to 1840s London, bent on revenge for the rape and death of his wife, and resumes his trade while forming a sinister partnership with his fellow tenant, Mrs. Lovett."
